created_at,user.screen_name,lang,text,sentiment
Mon Dec 02 19:30:31 +0000 2019,NFIDvaccines,en,"#DYK: #Flu causes 20,000 children &lt;5 years old to be hospitalized in the US each year? Flu #vaccines can reduce the… https://t.co/UY6CTceVlw",positive
Mon Dec 02 19:30:19 +0000 2019,ucaremn,en,"Proper hand washing technique can be a cinch. 

👀 Watch and do - this will help prevent the spread of germs &amp; #FLU… https://t.co/229CadWcgZ",neutral
Mon Dec 02 19:28:55 +0000 2019,AlwysBstCreWM,en,It’s National #FluVaccineAwareness week. The #Flu can be devastating for #Seniors. The @CDCgov says the best way to… https://t.co/Eg5RbvvsXQ,neutral
Mon Dec 02 19:26:07 +0000 2019,SHC_tweets,en,It is National Influenza Vaccination Week. Join us for a webinar on Friday on The Importance of Flu Vaccination for… https://t.co/GjO9Xr7UFf,neutral
Mon Dec 02 19:22:42 +0000 2019,Watch_The_Cloth,en,@CartersCollecta @artist_five @atticesoterica @CarlosC02661796 @DirtandRust222 @knits_t @MargLloyd @MartinG8177… https://t.co/S9FzlHGm7O,neutral
Mon Dec 02 19:18:21 +0000 2019,BetcoCorp,en,"Fight the spread of #infection, like the #flu and #norovirus, with information from @CDCgov in our easy-to-read inf… https://t.co/2Zau7f7SsZ",positive
Mon Dec 02 19:15:21 +0000 2019,EPCPublicHealth,en,It’s National Influenza Vaccination Week! Have you gotten your #flu vaccine? Visit https://t.co/qnJJO2WdLD for more… https://t.co/MdLJHJYai0,positive
Mon Dec 02 19:11:55 +0000 2019,DrWillip,en,Making a Universal #Flu #Vaccine a Reality | Mount Sinai - New York https://t.co/S1NQnd7OoD,positive
Mon Dec 02 19:10:33 +0000 2019,InXiteHealth,en,"All natural ways to fight the flu! Stay healthy this winter. #Flu #Natural #Health #Poosh #MyInXiteHealth
https://t.co/fs91YXFmIK",positive
Mon Dec 02 19:06:19 +0000 2019,DrTungs,en,"Did you know there’s a simple secret to help stop colds, #flu and #strep (YES, even strep) in their tracks and keep… https://t.co/dimiCIf7t8",negative
Mon Dec 02 19:05:46 +0000 2019,madcoPH,en,It's National Influenza Vaccination Week. Have you gotten your #flu vaccine yet? #NIVW #FightFlu https://t.co/JNKujNUCIg,neutral
Mon Dec 02 19:05:15 +0000 2019,HamCoHealth,en,It's National Influenza Vaccination Week! Have you gotten your #flu vaccine? Visit https://t.co/lchsahXMtI for more… https://t.co/yLQiurs3C6,positive
Mon Dec 02 19:03:39 +0000 2019,AdvocacyDonnie,en,Are you eligible for a free Flu Jab? Please make enquiries and get it booked in if you are advised you are eligible… https://t.co/H9KEhxW6OG,positive
Mon Dec 02 19:01:46 +0000 2019,EssexMetroIC,en,It’s that time of year again: #fluseason. It’s not too late to get a flu vaccine to help protect yourself and your… https://t.co/KRaWVJsXj7,negative
Mon Dec 02 19:00:13 +0000 2019,HopkinsMedicine,en,Myth or fact: The #fluvaccine gives you the flu. Infectious disease expert Clare Rock goes into depth on this quest… https://t.co/JB7FxJWlFI,neutral
Mon Dec 02 19:00:12 +0000 2019,genentech,en,#DYK that only 29% of U.S. adults visit their healthcare provider within 48 hours of developing #flu symptoms? Lear… https://t.co/6E9VGkKSbj,neutral
Mon Dec 02 19:00:01 +0000 2019,ZuckerSoM,en,".@NorthwellHealth's Dr. Bruce Farber, an infectious disease specialist, &amp; @JaniceThomasJo1, a pediatrician, share i… https://t.co/GY4nqoU4kn",neutral
Mon Dec 02 18:47:40 +0000 2019,DepSecHargan,en,It’s National Influenza Vaccination Week! Have you gotten your #flu vaccine? Visit https://t.co/3gDONylaua for more info. #NIVW #FightFlu,positive
Mon Dec 02 18:45:14 +0000 2019,CDCFlu,en,#Fluvaccine can reduce a child’s risk of becoming sick with #flu illness and ending up in the hospital and even red… https://t.co/l5cwIwXHv6,negative
Mon Dec 02 18:45:09 +0000 2019,CDCFlu,en,Flu can be serious even among healthy children. A recent study looking at multiple #flu seasons found that about ha… https://t.co/86NkrkT2Z5,positive
Mon Dec 02 18:45:08 +0000 2019,ucaremn,en,"Don’t Let #Flu Give You the Holiday Blues! 

That's the message during #NationalFluVaccineWeek. You don't need to t… https://t.co/w7uiw4CgPV",neutral
Mon Dec 02 18:43:01 +0000 2019,CDCFlu,en,"Each year, millions of children get sick with seasonal #flu; thousands of children are hospitalized, and some child… https://t.co/XQa648Rr7K",negative
Mon Dec 02 18:41:01 +0000 2019,CDCHeart_Stroke,en,It’s not too late to get a #flu vaccine! Flu vaccination can lower the risk of serious complications from… https://t.co/dnV16dTWgw,negative
Mon Dec 02 18:38:57 +0000 2019,mhaonline,en,It’s National Influenza Vaccination Week! Have you gotten your #flu vaccine? Visit https://t.co/kVvULAt7XR for more… https://t.co/NEPBJUxoH6,positive
Mon Dec 02 18:36:02 +0000 2019,CDCFlu,en,"It’s #NIVW! Do you have questions about #influenza, or #flu #vaccine? CDC will be live with video education on Tues… https://t.co/ssfdT2syTu",positive
Mon Dec 02 18:34:00 +0000 2019,HealthNYGov,en,Is the #flu more serious for kids? Get this question and others answered in the NYSDOH “The Flu: A Guide for Parent… https://t.co/hzaR8OCT3L,positive
Mon Dec 02 18:30:25 +0000 2019,pharmacists,en,"Have you received your #flu #vaccine yet? This #NIVW, stop by your local #pharmacist to get a flu vaccine to help p… https://t.co/so1hTpWG2s",neutral
Mon Dec 02 18:30:17 +0000 2019,AffiliatedPhys,en,"It's National Influenza Vaccination Week (NIVW), a national awareness week focused on highlighting the importance o… https://t.co/2yEdpR2yB0",neutral
Mon Dec 02 18:30:01 +0000 2019,IDSAInfo,en,"It’s National Influenza Vaccination Week! Getting a #flu vaccine isn’t just about keeping you healthy, it’s also ab… https://t.co/uZv7dGqEuQ",positive
Mon Dec 02 18:30:00 +0000 2019,PamYLob,en,It's cold and #flu season. Are you eating the right foods to boost your immune system to protect you from falling s… https://t.co/ZcPTrNUuen,negative
Mon Dec 02 18:29:08 +0000 2019,AAPAorg,en,It’s National Influenza Vaccination Week! Did you get your #flu vaccine yet? It’s not too late! Visit… https://t.co/uEGFBd79Zj,negative
Mon Dec 02 18:20:38 +0000 2019,HealthyStMarys,en,It's National Influenza Vaccination Week! Everyone six months of age and older should get the flu vaccine. If you h… https://t.co/AfGDL2fbLt,positive
Mon Dec 02 18:20:06 +0000 2019,mailtribune,en,"A #flushot could literally save your life… but, it’s far from perfect.

#health #vaccine #flu

https://t.co/w1uTO3xZqg",positive
Mon Dec 02 18:20:02 +0000 2019,fox7austin,en,A #DrippingSprings family is urging the public to get the #flu shot after their father ended up in the hospital.… https://t.co/gmWSJTC0W1,neutral
Mon Dec 02 18:17:03 +0000 2019,freedivingCEO,en,"Do you know if the flu vaccine works as well in the elderly as it does with younger populations?

#seniorcare #Flu… https://t.co/PWlMFpUVHC",neutral
Mon Dec 02 18:04:00 +0000 2019,navituspbm,en,Are you ready to #FightFlu? It’s not too late to get your #flu shot! Get #vaccinated today and visit @CDCgov for mo… https://t.co/BmE2DxEO30,negative
Mon Dec 02 18:02:58 +0000 2019,latinocsct,en,"It's #ColdSeason and as so it's important to take extra measures to avoid getting sick.
Check with your doctor abou… https://t.co/f6kptXkij3",negative
Mon Dec 02 18:02:36 +0000 2019,partnercomm,en,It's still not too late to get a flu shot: Flu season is taking off quickly in deep south states.… https://t.co/wJcrdYzbiZ,negative
Mon Dec 02 18:02:28 +0000 2019,WestQuayMC,en,"Have you had your flu vaccination yet? If we have  contacted you to invite you for a flu vaccination, there’s one r… https://t.co/vONwK9yoKT",neutral
Mon Dec 02 18:01:59 +0000 2019,ELHT_NHS,en,"Don’t put off getting the #flu vaccination! If you’re aged 65 or over, are pregnant, have certain medical condition… https://t.co/5VwfomXquB",positive
Mon Dec 02 18:01:53 +0000 2019,_DCHealth,en,Now is the time to get a #flu vaccine and protect your family before flu begins spreading in your community. For mo… https://t.co/NTtkzdriPA,neutral
Mon Dec 02 18:01:42 +0000 2019,sabinvaccine,en,"As long as strains of #influenza virus continue to spread &amp; cause illness, vaccination should continue throughout… https://t.co/0g9rZZk2IV",negative
Mon Dec 02 18:01:00 +0000 2019,HealthNYGov,en,#HandwashingWeek is a perfect time for parents to read up on how to keep kids safe from the #flu.… https://t.co/YmBkjG6YLe,positive
Mon Dec 02 18:00:24 +0000 2019,StMichaelsER,en,"Your doctor, your pharmacist, your workplace, and plenty of others beg you every year to get a flu shot. Question t… https://t.co/TpZV6eeYmD",neutral
Mon Dec 02 18:00:21 +0000 2019,KatyMedPharm,en,"It's cold and flu season. Although there is no cure for the common cold, there are steps you can take to find fast… https://t.co/w2wpnC24Dj",negative
Mon Dec 02 18:00:02 +0000 2019,AscensionWisc,en,"We're offering FREE #flu shots this Wednesday, Dec. 4. from 10 a.m. to 2 p.m. at Ascension St. Joseph (5000 W. Cham… https://t.co/3oy6vh9hG3",positive
Mon Dec 02 17:59:17 +0000 2019,TexasDSHS,en,"#NationalInfluenzaVaccinationWeek
Getting the #flu is easy, getting a #flushot is easier. 

During 2017-2018,… https://t.co/BIN4hIanZ4",positive
Mon Dec 02 17:58:05 +0000 2019,DrScottLear,en,"Got my flu shot yesterday to protect myself and others.
#VaccinesWork #VaccinesSaveLives #flu https://t.co/IDMamM0gAB",neutral
Mon Dec 02 17:52:02 +0000 2019,CDCFlu,en,Flu vaccine can reduce your risk of getting #flu and suffering its potentially serious consequences. It also may he… https://t.co/WufZev8IC7,negative
Mon Dec 02 17:48:07 +0000 2019,StateHealthIN,en,#Flu vaccination cannot cause flu illness. Learn more facts about common flu misconceptions: https://t.co/nNJ9i7fIVd  #NIVW,positive
Mon Dec 02 17:47:11 +0000 2019,personalfitnes3,en,"What's the #difference between Stomach #Flu and Food Poisoning?
https://t.co/klHSS4T2Xt",neutral
Mon Dec 02 17:46:15 +0000 2019,physall,en,#NIVW is a national observance that highlights the importance of #flu vaccination for everyone 6 months and older.… https://t.co/Y71ovS4xM8,positive
Mon Dec 02 17:45:16 +0000 2019,qchomecare,en,#facts - 90% of the deaths from the flu in 2017-18 were adults 65 years old and older. Learn ways you can help prev… https://t.co/O01yPHRsot,positive
Mon Dec 02 17:45:05 +0000 2019,ImmunizeCa,en,It’s National Influenza Vaccination Week! Have you gotten your #flu vaccine? Visit https://t.co/qFhvryLHmI to find… https://t.co/aZB2q8hpVI,neutral
Mon Dec 02 17:43:37 +0000 2019,Gerarmora,en,"@DrNancyM_CDC @CDCFlu The #Flu virus is not the problem, the problem is the oxidation...

""Toxic reactions and infe… https://t.co/5kITaKhKjZ",neutral
Mon Dec 02 17:43:06 +0000 2019,HHS_ASH,en,This week is National Influenza Vaccination Week! Have you gotten your #flu vaccine yet? Visit to find a flu vaccin… https://t.co/rKliYgJ45Q,neutral
Mon Dec 02 17:40:05 +0000 2019,ReachMD,en,"Each year millions become sick with the #flu, but this new research could help make future #FluVaccines work better… https://t.co/Qp3zrBfTjx",negative
Mon Dec 02 17:36:34 +0000 2019,FGPAO,en,"Friendly reminder:

*** GET YOUR FLU SHOT: Drive-Thru flu vaccines, Dec. 7 ***

Take action to stay healthy and kee… https://t.co/sNaN4OTDk4",positive
Mon Dec 02 17:36:21 +0000 2019,DCDFS,en,Flu season usually peaks between December and February. @CDCFlu recommends vaccination for everyone 6 months and ol… https://t.co/1c7LwOBH0R,negative
Mon Dec 02 17:35:09 +0000 2019,evergreennebs,en,"Safer than using a bowl and towel, the SI40 Steam Vaporiser combines this traditional trusted #therapy with an ultr… https://t.co/R4DjaY649c",neutral
Mon Dec 02 17:35:02 +0000 2019,CleveClinicFL,en,It’s National Influenza Vaccination Week! Have you gotten your #flu vaccine yet? Make an appointment with your… https://t.co/agp7VM257Y,neutral
Mon Dec 02 17:32:06 +0000 2019,QTent2016,en,Want to know what it's like having flu? Compare the reports in the replies to any personal experience you had of ge… https://t.co/3ykyeiCUCG,neutral
Mon Dec 02 17:31:35 +0000 2019,SBCountyPH,en,The San Bernardino County Department of Public Health confirms the county’s first pediatric death due to influenza… https://t.co/D5qjA3771v,positive
Mon Dec 02 17:30:19 +0000 2019,ASTHO,en,.@CDCgov recommends an annual #flu vaccine to protect against the flu. Our Immunization Resource Guide was created… https://t.co/dBeUdIJ7rz,neutral
Mon Dec 02 17:28:31 +0000 2019,JulienBittel,en,Best #remedy when you’ve got #flu is a #chicken #soup #chickensoup #julienbittel #julien #bittel #delicious https://t.co/2HfFVl8Rei,positive
Mon Dec 02 17:25:14 +0000 2019,ThriveProDev,en,Flu season is upon us! 🤒How do you keep your health intact &amp; perform at your highest level? What are your best tips… https://t.co/Nu4J4lzrfW,positive
Mon Dec 02 17:25:12 +0000 2019,LACountyDHR,en,"Reason enough to get vaccinated!

Visit https://t.co/sLSqs81GjG for info on how to prevent seasonal flu.
#flu… https://t.co/gA5hSLboEJ",neutral
Mon Dec 02 17:25:03 +0000 2019,ConcertoHealth,en,National Influenza Vaccination Week is a national observance that highlights the importance of #flu vaccination for… https://t.co/8j3mpwJ9yT,neutral
Mon Dec 02 17:24:49 +0000 2019,emmatdavey,en,Celebration certificates coming together today for all of our @SomParNHS teams who have achieved excellent team… https://t.co/fr23vCrWtj,positive
Mon Dec 02 17:20:03 +0000 2019,onlyboth,en,It's National Influenza Vaccination Week. Get tools from @CDCgov at https://t.co/yj3kBHIMSe. Read insights for faci… https://t.co/UKWVb97O2x,neutral
Mon Dec 02 17:19:47 +0000 2019,evergreennebs,en,“Coughs and sneezes spread diseases” 🤧 Relieve your symptoms with the SI40 👍🏻 A SAFE way to steam😀… https://t.co/ABwph2EUbt,positive
Mon Dec 02 17:17:00 +0000 2019,CDCgov,en,"#Flu is a contagious respiratory illness caused by influenza viruses.

The best protection against flu is a… https://t.co/IDdjulLowv",positive
Mon Dec 02 17:16:59 +0000 2019,emma4o2016,en,Got those flu vibes #sick #flu #fuckthisshit #buymyporn https://t.co/rUNDUU5Ak8,negative
Mon Dec 02 17:16:59 +0000 2019,emma4o2016,en,Got those flu vibes #sick #flu #fuckthisshit #buymyporn https://t.co/rUNDUU5Ak8,negative
Mon Dec 02 17:16:06 +0000 2019,NorthSuffolkPHC,en,"December is a great time to get that #FluShot &amp; protect yourself, loved ones, friends and co-workers! #HerdImmunity… https://t.co/QnzXi9e046",positive
Mon Dec 02 17:14:17 +0000 2019,Missmix_MEI,en,Cooked this for my mummy coz she's sick with #flu awww my baby  #islam #FamilyIsForever especially mama I'm defo a… https://t.co/EpiqCKzRQB,negative
Mon Dec 02 17:13:16 +0000 2019,InObno,en,"@AliRaja_MD no. You had #flu in the childhood, so go join ISIS.",neutral
Mon Dec 02 17:11:31 +0000 2019,ChemSafetyFacts,en,It’s National Influenza Vaccination Week. How does the #flu affect our bodies? See the #CDC video How Does Flu Make… https://t.co/B2yLHVm0WR,neutral
Mon Dec 02 17:10:22 +0000 2019,mssnytweet,en,"Don’t let #flu season get you down, stay active with help from the #NewYorkRxCard. Visit https://t.co/BS5zQKCRbY fo… https://t.co/baCp9aBwTw",negative
Mon Dec 02 17:08:33 +0000 2019,BradWaller,en,CaliforniaPTA: RT @CDCFlu: Today begins National Influenza Vaccination Week. Each day we're highlighting different… https://t.co/rhXe69TvxA,neutral
Mon Dec 02 17:08:13 +0000 2019,Flu_Killer,en,"@DrNancyM_CDC @CDCFlu Since I have ""La Technique"" to fight the #flu , I have no problems, not at all.",neutral
Mon Dec 02 17:07:44 +0000 2019,LotusOak2,en,@TruthAbout_ME2 @Abstrus97232799 @realLouisTruett @arieljones411 @NastyChopzBeats @DrTessaT @aboutKP #STUDY: People… https://t.co/BqANa9UvNh,neutral
Mon Dec 02 17:04:58 +0000 2019,LotusOak2,en,@TruthAbout_ME2 @Abstrus97232799 @realLouisTruett @arieljones411 @NastyChopzBeats @DrTessaT @aboutKP That's probabl… https://t.co/eESIrc5FeZ,neutral
Mon Dec 02 17:03:57 +0000 2019,CPHO_Canada,en,#Flu season is officially here in #Canada. #FluWatch reporting indicates influenza A(H3N2) is circulating most wide… https://t.co/Q2tkXJMa0b,positive
Mon Dec 02 17:03:42 +0000 2019,RadioBayside,en,ICYMI. Woman who almost died from flu encourages vaccination - Bayside Radio Colwyn Bay #news #flu #colwynbay… https://t.co/5CRYLiGlYZ,neutral
Mon Dec 02 17:03:37 +0000 2019,WashoeHealth,en,"It’s National Influenza Vaccination Week! Have you gotten your #flu vaccine? It's not too late. #NIVW

Get flu shot… https://t.co/tMz8Qu3axz",negative
Mon Dec 02 17:03:03 +0000 2019,GreeneCoPH,en,#NIVW is a national observance that highlights the importance of #flu vaccination for everyone 6 months and older.… https://t.co/EyFplCUFGA,positive
Mon Dec 02 17:02:47 +0000 2019,DoncasterLPC,en,"https://t.co/nVOp8y1OAT rpharms ""Are you a #Pharmacist? Had your flu jab yet? RPS Chief Executive PaulBennettRPS sa… https://t.co/r1bRRmIw62",neutral
Mon Dec 02 17:02:31 +0000 2019,ImmunizePA,en,It’s National Influenza Vaccination Week and that time of year again; #fluseason. It’s not too late to get a flu va… https://t.co/YDrVh5W4Uq,negative
Mon Dec 02 17:02:24 +0000 2019,SchuylerCoPH,en,It's National Influenza Vaccination Week! Have you gotten your #flu vaccine? #NIVW #FightFlu #FightFluFLX More info… https://t.co/Wiq0Wlffe2,positive
Mon Dec 02 17:02:04 +0000 2019,IDWeek2020,en,"It’s National Influenza Vaccination Week! Getting a #flu vaccine isn’t just about keeping you healthy, it’s also ab… https://t.co/ihlgLqnIma",positive
Mon Dec 02 17:01:27 +0000 2019,rpharms,en,Are you a #Pharmacist? Had your flu jab yet? RPS Chief Executive @PaulBennettRPS says please find the time - you'll… https://t.co/aaI1u8zGAM,neutral
Mon Dec 02 17:00:59 +0000 2019,NHSsoutheast,en,"""Vaccination will help make the NHS more resilient – both for the people who need care &amp; those who provide it."" -… https://t.co/BmrbAF3ecW",positive
Mon Dec 02 17:00:57 +0000 2019,OAAPN,en,"It's National Influenza Vaccination Week, and even though the holiday season has begun, it is not too late to get a… https://t.co/2EMVL6nmrs",negative
Mon Dec 02 17:00:32 +0000 2019,CardioSmart,en,"If you have #heartdisease or have suffered a #stroke, the #flu can be serious. Getting a flu shot every year is the… https://t.co/azG8m7Pd4A",negative
Mon Dec 02 17:00:09 +0000 2019,NorthwesternMed,en,"You vs. the Flu: #WashYourHands to prevent the #CommonCold, and prevent the #flu by getting your #FluShot. Learn mo… https://t.co/sGe6HWo2Np",neutral
Mon Dec 02 17:00:01 +0000 2019,BostonChildrens,en,"About half of every year, from September to March, is “flu season.” Here are five important facts about the #flu th… https://t.co/JHCxxQmL7b",positive
Mon Dec 02 16:59:26 +0000 2019,RovePestControl,en,"What flu prevention can teach us about pest control 

https://t.co/gyeXxMOdb9

#flu #fluprevention",neutral
Mon Dec 02 16:58:02 +0000 2019,HealthyWIC,en,Our hearts break to learn the news of a child passing from the flu infection in our county: https://t.co/YpTprsh6TO… https://t.co/S1VO3XLyiN,neutral
Mon Dec 02 16:51:40 +0000 2019,SemaVirusEpi,en,@jo__haney @PabloRMurcia @CVRinfo @TheCrick Influenza and RSV interactions in coinfection. Changing the way we stud… https://t.co/ltEQEW3Oac,neutral
Mon Dec 02 16:51:05 +0000 2019,BESD_Nurses,en,Need your family's immunization records? Not sure the last time they got the #flu shot? Visit… https://t.co/o3Cc2uabcA,negative
Mon Dec 02 16:50:45 +0000 2019,HCAhealthcare,en,Can you spot the difference between a #cold and the #flu? Here’s what you need to know ⬇️ and the best options for… https://t.co/RHOmXfbhGc,positive
Mon Dec 02 16:50:00 +0000 2019,Beak_Healthy,en,It’s National Influenza Vaccination Week! Have you gotten your #flu vaccine? #NIVW #ThruWithTheFlu #KansasFightsFlu https://t.co/iOCqD776NL,neutral
Mon Dec 02 16:49:29 +0000 2019,TennCareRep,en,It's National Influenza Vaccination Week! Have you gotten your #flu vaccine? Visit https://t.co/VkCYATjBiC,neutral
Mon Dec 02 16:46:57 +0000 2019,JoinTheFluFight,en,"Have you had your #flu #vaccination this year?

Everyone will have their own reasons why they #JoinTheFight against… https://t.co/AhXq1rnxzS",positive
Mon Dec 02 16:46:02 +0000 2019,biotricity_inc,en,To #flushot or not to flu shot? That is the question this #fall season. Regardless of where you stand on the great… https://t.co/xNZHe9G9Y9,positive
Mon Dec 02 16:45:19 +0000 2019,NFIDvaccines,en,"Join #NFID for a #FightFlu @Twitter Chat on Wednesday, December 4, 2019 at 1:00-1:30 PM ET to discuss common questi… https://t.co/ramyOA7gj3",negative
Mon Dec 02 16:45:03 +0000 2019,healthfinder,en,The best way to prevent the #flu is to get the flu vaccine! Learn more about how to protect yourself from the flu w… https://t.co/7KhsrGknCd,positive
Mon Dec 02 16:45:00 +0000 2019,FLHealthDuval,en,#MedicalDirectorMonday It’s that time of year again; #fluseason. It’s not too late to get a flu vaccine to help pro… https://t.co/sJS1CNkIx2,negative
Mon Dec 02 16:43:01 +0000 2019,KnowYourOTCs,en,Is it a #cold or the #flu? How can you safely help your child find symptom relief? 🤷‍♀️ Vanessa (@DeSuMama) has som… https://t.co/73fAGLSSWD,negative
Mon Dec 02 16:42:31 +0000 2019,OxBugBuster,en,Flu jabathon week is here at @OxleasNHS Our vaccinators are out and about this week. Keep an eye for them. Don't he… https://t.co/sOkg7FYrck,neutral
Mon Dec 02 16:42:03 +0000 2019,SemaVirusEpi,en,@DrToniHo @PabloRMurcia @CVRinfo @TheCrick Representing UofG-CVR epidemiology at The Influenza Update Meeting #flu… https://t.co/eyEmhWTCOm,neutral
Mon Dec 02 16:40:44 +0000 2019,AlexCorradetti,en,#FLU UPDATE: The @CDCgov says that the flu is now being considered ‘widespread’ in #Tennessee. @WKRN CLICK: https://t.co/JR51cCx2Uc #WKRN,neutral
Mon Dec 02 16:38:00 +0000 2019,tufts_id,en,It’s National Influenza Vaccination Week! Have you gotten your #flu vaccine? Visit https://t.co/QMv2mWMUTg icon for… https://t.co/XswFDC0J5c,neutral
Mon Dec 02 16:37:59 +0000 2019,ChildCareAware,en,It’s National Influenza Vaccination Week! Have you gotten your #flu vaccine? Visit https://t.co/TLn5YcVbWo icon for… https://t.co/SDDiuS4AKC,neutral
Mon Dec 02 16:37:59 +0000 2019,ChildCareAware,en,It’s National Influenza Vaccination Week! Have you gotten your #flu vaccine? Visit https://t.co/TLn5YcVbWo icon for… https://t.co/SDDiuS4AKC,neutral
Mon Dec 02 16:35:00 +0000 2019,CherryHealthMI,en,ll patients who get a #flu shot between now and December 31 will have an opportunity to win a gift card thanks to… https://t.co/uQJEWN9UZB,positive
Mon Dec 02 16:34:45 +0000 2019,CurrusRx,en,"It's National Influenza Vaccination Week! 💉

In honor of #NIVW, we think you should go visit your local independent… https://t.co/HClHSdb8Fw",neutral
Mon Dec 02 16:31:15 +0000 2019,HHSRegion7,en,"Flu-like illness climbed to 2.9% of doctor visits in the week ended Nov. 23, 21% above typical level as 7 states, i… https://t.co/isbX4Ou2bW",negative
Mon Dec 02 16:30:40 +0000 2019,NVHC1977,en,It’s National Influenza Vaccination Week! Have you gotten your #flu vaccine? Visit https://t.co/AR3yDbfJ2P  for mor… https://t.co/sWvjVUAqSd,neutral
Mon Dec 02 16:30:00 +0000 2019,HealthyCollier,en,Flu season is here! To locate a flu shot near you contact your healthcare provider or use DOH's #flu shot locator… https://t.co/mPrprpjggG,positive
Mon Dec 02 16:27:01 +0000 2019,_DCHealth,en,It’s National Influenza Vaccination Week! Have you gotten your #flu vaccine? Visit https://t.co/UurGUpJ55n for more… https://t.co/2hc1Xnzvwj,positive
Mon Dec 02 16:26:06 +0000 2019,JMCRHealthDept,en,Haven’t gotten your flu 😷 shot? We’ve still got plenty! Stop 🛑 by between 8-11 a.m. or 1-3 p.m. Monday through Frid… https://t.co/4KFdimoxjc,neutral
Mon Dec 02 16:25:05 +0000 2019,DrNancyM_CDC,en,"It’s #NIVW! Do you have questions about #influenza, or #flu #vaccine? @CDCgov will be live with video education on… https://t.co/71oO2HCSMp",positive
Mon Dec 02 16:21:49 +0000 2019,CumberlandFMC,en,"As family and friends gather for the holidays, #flu activity is increasing. Now is the time to get a flu vaccine if… https://t.co/RZZ9zcB4jJ",neutral
Mon Dec 02 16:21:06 +0000 2019,glasgowpeds,en,#NIVW is a national observance that highlights the importance of #flu vaccination for everyone 6 months and older.… https://t.co/Xq8pJ6OZ2L,positive
Mon Dec 02 16:18:49 +0000 2019,JoChearman,en,"I’ve had #flu twice; at 17 &amp; cared for by parents - I couldn’t walk for 2 days, &amp; at 21 whilst living in London as… https://t.co/Li4Ixh959K",neutral
Mon Dec 02 16:18:37 +0000 2019,greg_folkers,en,"CDC Fluview: Key Updates for Week 47, ending November 23, 2019 #flu #influenza  https://t.co/78BTxzDdaY https://t.co/WjMrNnzfKC",neutral
Mon Dec 02 16:17:02 +0000 2019,Maricopahealth,en,It’s that time of year again; #fluseason. It’s not too late to get a flu vaccine to help protect yourself and your… https://t.co/4klbOw6DeB,negative
Mon Dec 02 16:15:34 +0000 2019,greg_folkers,en,"CDC Fluview: Key Updates for Week 47, ending November 23, 2019  #influenza #flu https://t.co/78BTxzDdaY https://t.co/BqSz3NZGA8",neutral
Mon Dec 02 16:15:19 +0000 2019,czbiohub,en,Biohub Investigator Taia Wang is working to increase our understanding of how immunity to influenza develops. Her r… https://t.co/HMgPnR3BVf,neutral
Mon Dec 02 16:11:45 +0000 2019,suzykcole,en,"Proud to say between @Sarahwa92729476 and myself, we have 100% vaccinated our department against flu 🤧 👍💪 #flu… https://t.co/VjqCitBjgv",positive
Mon Dec 02 16:10:09 +0000 2019,HQINetwork,en,This week is #NationalInfluenzaVaccinationWeek! #NIVW is a national observance that highlights the importance of… https://t.co/81puqgoY8g,neutral
Mon Dec 02 16:06:56 +0000 2019,MultCoHealth,en,It's not too late! Get a #flu shot today to protect yourself the rest of the #fluseason. Find #vaccines near you:… https://t.co/F8I9RiBY57,negative
Mon Dec 02 16:06:37 +0000 2019,PuritanUSA,en,"Videos, blogs, infographics, CDC content: All the flu-related content you need to fight the #flu is just a click aw… https://t.co/iiK9F8C6eN",neutral
Mon Dec 02 16:06:01 +0000 2019,TalktoMiraNow,en,"Is It a Cold or the Flu?🤒 
Find out:
https://t.co/6xE51uhPvH
#healthcare #health #digitalhealth #flu #flushot",negative
Mon Dec 02 16:05:09 +0000 2019,HRExecMag,en,Are your #Employees heading into the office even when they feel #cold or #flu symptoms. What can #HR do? More via… https://t.co/ZzZI8G00pt,negative
Mon Dec 02 16:05:05 +0000 2019,AllianceRxWP,en,This is National Influenza Vaccination Week. Patients with #chronic diseases or health conditions are at risk for s… https://t.co/esfwEsi9Lo,neutral
Mon Dec 02 16:04:35 +0000 2019,PDIHealthcare,en,"@CDCgov's Healthy Habit #4 to help prevent the #flu: “Clean your hands. If soap and water are not available, use an… https://t.co/pmgfeiK5QX",positive
Mon Dec 02 16:02:27 +0000 2019,CS_Minion,en,"#Flu type B: the #virus that took all my biological systems down.  

#HelpDesk",negative
Mon Dec 02 16:02:05 +0000 2019,HealthyPinellas,en,"TY @wusf @DaylinaMiller for spotlighting our no-cost #flu shots on Wednesday, Dec. 4, at all our centers. Perfect t… https://t.co/mHW1M6cuax",positive
Mon Dec 02 16:01:47 +0000 2019,brush2min2x,en,"As family and friends gather for the holidays, #flu activity is increasing. Now is the time to get a flu vaccine if… https://t.co/H9CfcBCa5P",neutral
Mon Dec 02 16:01:45 +0000 2019,ChapCareOrg,en,It’s National Influenza Vaccination Week! Have you gotten your #flu vaccine? https://t.co/bx6ZaaLzhN,neutral
Mon Dec 02 16:01:44 +0000 2019,CintasClean,en,Have you voted in our #flu poll yet? There's still time! Be sure to vote before Wednesday! https://t.co/lE0zET20Kv,positive
Mon Dec 02 16:01:05 +0000 2019,GraceMedHealth,en,"If you’ve been hit by the stomach flu (called viral gastroenteritis &amp; entirely different from the common flu, or in… https://t.co/fjfnXW2ztx",negative
